travelCode,User_ID,Departure,Arrival,Check-in,Hotel,Stars,Bedroom Type,Room Price per Night,Number of Adults,Number of Children,Number of Bedrooms,Total Price per Night,Amenities,Days of Stay,Total Cost,Check-Out,Hotel_ID,Images
74712,725,Hisar,Nashik,07-01-2021,Express Inn Nashik,4,Executive,6978,2,1,2,13956,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge']",5,69780,12-01-2021,NASH3,https://tse1.mm.bing.net/th?q=Express+Inn+Nashik+Nashik
74713,725,Gangtok,Bhubaneswar,14-01-2021,Mayfair Lagoon,5,Deluxe,11657,1,1,1,11657,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service']",6,69942,20-01-2021,BHUB1,https://tse1.mm.bing.net/th?q=Mayfair+Lagoon+Bhubaneswar
74716,726,Bengaluru,Kolkata,10-10-2019,Pride Plaza Hotel Kolkata,5,Deluxe,9104,4,1,3,27312,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad']",4,109248,14-10-2019,KOLK2,https://tse1.mm.bing.net/th?q=Pride+Plaza+Hotel+Kolkata+Kolkata
74727,726,Kota,Gangtok,26-12-2019,The Royal Plaza,3,Suite,5296,2,1,2,10592,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms', 'Airport Shuttle']",2,21184,28-12-2019,GANG4,https://tse1.mm.bing.net/th?q=The+Royal+Plaza+Gangtok
74731,726,Bengaluru,Diu,23-01-2020,Kostamar Beach Resort,3,Deluxe,3793,4,1,3,11379,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms']",1,11379,24-01-2020,DIU7,https://tse1.mm.bing.net/th?q=Kostamar+Beach+Resort+Diu
74734,726,Ahmedabad,Visakhapatnam,13-02-2020,Best Western Plus Tejvivaan,4,Suite,9402,1,0,1,9402,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna']",4,37608,17-02-2020,VISA3,https://tse1.mm.bing.net/th?q=Best+Western+Plus+Tejvivaan+Visakhapatnam
74736,726,Chennai,Pune,27-02-2020,The O Hotel Pune,5,Deluxe,11727,4,3,4,46908,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad', 'Limousine Service']",4,187632,02-03-2020,PUNE7,https://tse1.mm.bing.net/th?q=The+O+Hotel+Pune+Pune
74742,726,Visakhapatnam,Ludhiana,09-04-2020,Hyatt Regency Ludhiana,5,Executive,10491,2,3,2,20982,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad']",1,20982,10-04-2020,LUDH1,https://tse1.mm.bing.net/th?q=Hyatt+Regency+Ludhiana+Ludhiana
74749,726,Tirupati,Raigarh,28-05-2020,Hotel City Inn,1,Executive,1838,1,1,1,1838,"['Wi-Fi', 'Parking']",4,7352,01-06-2020,RAIG9,https://tse1.mm.bing.net/th?q=Hotel+City+Inn+Raigarh
74756,726,Puducherry,Hisar,16-07-2020,Hotel Skylark,2,Executive,3479,2,3,2,6958,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",6,41748,22-07-2020,HISA5,https://tse1.mm.bing.net/th?q=Hotel+Skylark+Hisar
74760,726,Ahmedabad,Puducherry,13-08-2020,Hotel Le Royal Park,3,Deluxe,5102,2,0,1,5102,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",2,10204,15-08-2020,PUDU7,https://tse1.mm.bing.net/th?q=Hotel+Le+Royal+Park+Puducherry
74761,726,Puducherry,Prayagraj,20-08-2020,Hotel Milan Palace,3,Suite,7054,1,2,1,7054,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",7,49378,27-08-2020,PRAY4,https://tse1.mm.bing.net/th?q=Hotel+Milan+Palace+Prayagraj
74762,726,Diu,Chandigarh,27-08-2020,Hotel Shivalikview,3,Suite,5254,4,0,2,10508,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",1,10508,28-08-2020,CHAN10,https://tse1.mm.bing.net/th?q=Hotel+Shivalikview+Chandigarh
74767,726,Shillong,Kolkata,01-10-2020,Regenta Inn Larica,3,Suite,7476,3,2,3,22428,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar']",6,134568,07-10-2020,KOLK8,https://tse1.mm.bing.net/th?q=Regenta+Inn+Larica+Kolkata
74769,726,Mysuru,Vijayawada,15-10-2020,K N Gupta Residency,2,Suite,3447,3,2,3,10341,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",6,62046,21-10-2020,VIJA6,https://tse1.mm.bing.net/th?q=K+N+Gupta+Residency+Vijayawada
74773,726,Gwalior,Raigarh,12-11-2020,Hotel Shyam,2,Suite,3558,3,2,3,10674,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",1,10674,13-11-2020,RAIG7,https://tse1.mm.bing.net/th?q=Hotel+Shyam+Raigarh
74775,726,Ahmedabad,Vadodara,26-11-2020,Vivanta Vadodara,5,Suite,15525,3,1,2,31050,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",6,186300,02-12-2020,VADO2,https://tse1.mm.bing.net/th?q=Vivanta+Vadodara+Vadodara
74776,726,Shimla,Jamshedpur,03-12-2020,Ginger Hotel Jamshedpur,3,Deluxe,4824,2,3,2,9648,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",2,19296,05-12-2020,JAMS6,https://tse1.mm.bing.net/th?q=Ginger+Hotel+Jamshedpur+Jamshedpur
74777,726,Kota,Dehradun,10-12-2020,Hotel KSS Inn,3,Executive,4382,4,2,3,13146,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar']",7,92022,17-12-2020,DEHR5,https://tse1.mm.bing.net/th?q=Hotel+KSS+Inn+Dehradun
74778,726,Itanagar,Jaipur,17-12-2020,Hotel Siddharsh Heritage,3,Executive,4507,4,1,3,13521,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",5,67605,22-12-2020,JAIP8,https://tse1.mm.bing.net/th?q=Hotel+Siddharsh+Heritage+Jaipur
74779,726,Dhubri,Mopa,24-12-2020,Mopa Airport Hotel,3,Deluxe,4256,1,2,1,4256,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms']",7,29792,31-12-2020,MOPA1,https://tse1.mm.bing.net/th?q=Mopa+Airport+Hotel+Mopa
74782,726,Surat,Prayagraj,15-01-2021,Hotel Crown Palace,3,Deluxe,4620,4,0,2,9240,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar']",5,46200,20-01-2021,PRAY6,https://tse1.mm.bing.net/th?q=Hotel+Crown+Palace+Prayagraj
74783,726,Gangtok,Srinagar,21-01-2021,Hotel Samar,3,Executive,6391,2,2,2,12782,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",5,63910,26-01-2021,SRIN6,https://tse1.mm.bing.net/th?q=Hotel+Samar+Srinagar
74789,726,Kolkata,Amritsar,04-03-2021,Ramada by Wyndham Amritsar,4,Deluxe,6415,1,1,1,6415,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge', 'Sauna']",5,32075,09-03-2021,AMRI5,https://tse1.mm.bing.net/th?q=Ramada+by+Wyndham+Amritsar  
74793,726,Nashik,Tirupati,01-04-2021,Hotel Regalia,3,Deluxe,5471,3,3,3,16413,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",3,49239,04-04-2021,TIRU10,https://tse1.mm.bing.net/th?q=Hotel+Regalia+Tirupati
74795,726,Varanasi,Imphal,15-04-2021,Sangai Continental (The Boutique Hotel),3,Deluxe,3446,3,1,2,6892,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",7,48244,22-04-2021,IMPH2,https://tse1.mm.bing.net/th?q=Sangai+Continental+The+Boutique+Hotel+Imphal
74799,726,Bhopal,Bengaluru,13-05-2021,Clarks Exotica Convention Resort & Spa,5,Suite,14733,3,2,3,44199,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Private Butler']",4,176796,17-05-2021,BENG3,https://tse1.mm.bing.net/th?q=Clarks+Exotica+Convention+Resort+%26+Spa+Bengaluru  
74806,727,Dhubri,Delhi NCR,24-10-2019,JW Marriott Hotel New Delhi Aerocity,5,Deluxe,10155,3,0,2,20310,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",5,101550,29-10-2019,DELH2,https://tse1.mm.bing.net/th?q=JW+Marriott+Hotel+New+Delhi+Aerocity
74810,727,Dabolim,Surat,21-11-2019,Ginger Surat,3,Suite,7432,2,1,2,14864,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",6,89184,27-11-2019,SURA6,https://tse1.mm.bing.net/th?q=Ginger+Surat+Surat
74811,727,Patna,Hyderabad,28-11-2019,Park Hyatt Hyderabad,5,Suite,12562,1,0,1,12562,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",6,75372,04-12-2019,HYDE2,https://tse1.mm.bing.net/th?q=Park+Hyatt+Hyderabad
74814,727,Shimla,Guwahati,20-12-2019,Kiranshree Grand,4,Executive,7627,2,1,2,15254,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",4,61016,24-12-2019,GUWA7,https://tse1.mm.bing.net/th?q=Kiranshree+Grand+Guwahati
74822,727,Hyderabad,Indore,13-02-2020,Fairfield by Marriott Indore,4,Suite,7947,4,0,2,15894,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",6,95364,19-02-2020,INDO5,https://tse1.mm.bing.net/th?q=Fairfield+by+Marriott+Indore
74825,727,Jaipur,Patna,05-03-2020,"Lemon Tree Premier, Patna",4,Suite,8457,2,0,1,8457,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna']",3,25371,08-03-2020,PATN2,https://tse1.mm.bing.net/th?q=Lemon+Tree+Premier+Patna+Patna
74827,727,Chandigarh,Mysuru,19-03-2020,Fortune JP Palace,4,Executive,8317,1,1,1,8317,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna']",1,8317,20-03-2020,MYS2,https://tse1.mm.bing.net/th?q=Fortune+JP+Palace+Mysuru
74828,727,Pune,Udaipur,26-03-2020,Hotel Devraj Niwas on Lake Pichola,3,Deluxe,4887,1,1,1,4887,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms']",3,14661,29-03-2020,UDAI10,https://tse1.mm.bing.net/th?q=Hotel+Devraj+Niwas+on+Lake+Pichola+Udaipur
74829,727,Chandigarh,Kullu-Manali,02-04-2020,Hotel Honeymoon Inn Manali,3,Executive,5147,2,2,2,10294,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",6,61764,08-04-2020,KULL6,https://tse1.mm.bing.net/th?q=Hotel+Honeymoon+Inn+Manali+Kullu-Manali
74837,727,Navi Mumbai,Kolkata,28-05-2020,Howard Johnson by Wyndham Kolkata,4,Deluxe,7061,3,3,3,21183,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge', 'Business Center']",1,21183,29-05-2020,KOLK6,https://tse1.mm.bing.net/th?q=Howard+Johnson+by+Wyndham+Kolkata+Kolkata
74840,727,Bilaspur,Guwahati,18-06-2020,Kiranshree Grand,4,Suite,8800,4,0,2,17600,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge']",5,88000,23-06-2020,GUWA7,https://tse1.mm.bing.net/th?q=Kiranshree+Grand+Guwahati
74848,727,Dabolim,Tirupati,13-08-2020,Pai Viceroy Hotel,3,Executive,5409,4,3,4,21636,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle', 'Meeting Rooms']",1,21636,14-08-2020,TIRU5,https://tse1.mm.bing.net/th?q=Pai+Viceroy+Hotel+Tirupati
74850,727,Srinagar,Ludhiana,27-08-2020,Hyatt Regency Ludhiana,5,Executive,10491,1,2,1,10491,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",3,31473,30-08-2020,LUDH1,https://tse1.mm.bing.net/th?q=Hyatt+Regency+Ludhiana+Ludhiana
74854,727,Gwalior,Jamshedpur,24-09-2020,Hotel Siddhartha,3,Executive,5906,3,2,3,17718,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",6,106308,30-09-2020,JAMS10,https://tse1.mm.bing.net/th?q=Hotel+Siddhartha+Jamshedpur
74855,727,Jamshedpur,Srinagar,01-10-2020,Four Points by Sheraton Srinagar,4,Deluxe,6577,4,2,3,19731,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge']",6,118386,07-10-2020,SRIN2,https://tse1.mm.bing.net/th?q=Four+Points+by+Sheraton+Srinagar+Srinagar
74858,727,Indore,Ranchi,22-10-2020,Hotel Basera,3,Executive,5152,2,2,2,10304,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms']",1,10304,23-10-2020,RANC10,https://tse1.mm.bing.net/th?q=Hotel+Basera+Ranchi
74860,727,Jamshedpur,Srinagar,05-11-2020,Hotel Valley Orchid,3,Deluxe,4657,3,3,3,13971,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms']",4,55884,09-11-2020,SRIN7,https://tse1.mm.bing.net/th?q=Hotel+Valley+Orchid+Srinagar
74864,727,Visakhapatnam,Indore,03-12-2020,Hotel President,3,Deluxe,4840,1,0,1,4840,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",3,14520,06-12-2020,INDO10,https://tse1.mm.bing.net/th?q=Hotel+President+Indore
74866,727,Mysuru,Chennai,17-12-2020,The Leela Palace Chennai,5,Deluxe,10881,4,0,2,21762,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Private Butler']",5,108810,22-12-2020,CHEN4,https://tse1.mm.bing.net/th?q=The+Leela+Palace+Chennai
74868,727,Bengaluru,Pune,31-12-2020,Hotel Aurora Towers,3,Suite,7176,2,0,1,7176,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle', 'Bar']",1,7176,01-01-2021,PUNE10,https://tse1.mm.bing.net/th?q=Hotel+Aurora+Towers+Pune
74869,727,Ayodhya,Raipur,07-01-2021,Hotel Babylon International,4,Suite,8019,3,1,2,16038,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",1,16038,08-01-2021,RAIP6,https://tse1.mm.bing.net/th?q=Hotel+Babylon+International+Raipur
74871,727,Dhubri,Kullu-Manali,21-01-2021,Hotel Snow Park,2,Deluxe,3196,1,0,1,3196,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",6,19176,27-01-2021,KULL8,https://tse1.mm.bing.net/th?q=Hotel+Snow+Park+Kullu-Manali
74874,727,Srinagar,Ludhiana,11-02-2021,Hotel Maharaja Regency,3,Executive,6395,2,2,2,12790,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",3,38370,14-02-2021,LUDH9,https://tse1.mm.bing.net/th?q=Hotel+Maharaja+Regency+Ludhiana
74877,727,Kullu-Manali,Srinagar,04-03-2021,Hotel Grand Boulevard,3,Deluxe,5110,4,0,2,10220,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms', 'Airport Shuttle']",4,40880,08-03-2021,SRIN8,https://tse1.mm.bing.net/th?q=Hotel+Grand+Boulevard+Srinagar
74879,727,Ayodhya,Pune,19-03-2021,Sheraton Grand Pune Bund Garden Hotel,5,Deluxe,8880,3,3,3,26640,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",2,53280,21-03-2021,PUNE6,https://tse1.mm.bing.net/th?q=Sheraton+Grand+Pune+Bund+Garden+Hotel+Pune
74881,727,Bhubaneswar,Puducherry,01-04-2021,Le Dupleix,4,Suite,8412,3,1,2,16824,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge']",2,33648,03-04-2021,PUDU3,https://tse1.mm.bing.net/th?q=Le+Dupleix+Puducherry
74882,727,Chandigarh,Puducherry,08-04-2021,La Villa Shanti,4,Suite,9972,3,0,2,19944,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",2,39888,10-04-2021,PUDU1,https://tse1.mm.bing.net/th?q=La+Villa+Shanti+Puducherry
74885,727,Gangtok,Gwalior,29-04-2021,Hotel Gwalior Regency,3,Deluxe,3641,4,2,3,10923,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,43692,03-05-2021,GWAL8,https://tse1.mm.bing.net/th?q=Hotel+Gwalior+Regency
74892,727,Navi Mumbai,Mumbai,17-06-2021,The Taj Mahal Palace,5,Deluxe,9447,4,2,3,28341,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad', 'Limousine Service']",7,198387,24-06-2021,MUMB1,https://tse1.mm.bing.net/th?q=The+Taj+Mahal+Palace+Mumbai
74897,727,Nashik,Dabolim,22-07-2021,Coconut Creek Resort,3,Executive,4104,4,2,3,12312,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",1,12312,23-07-2021,DABO3,https://tse1.mm.bing.net/th?q=Coconut+Creek+Resort+Dabolim
74899,727,Raigarh,Kullu-Manali,05-08-2021,The Himalayan,5,Executive,13528,2,3,2,27056,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler', 'Helipad']",4,108224,09-08-2021,KULL1,https://tse1.mm.bing.net/th?q=The+Himalayan+Kullu-Manali
74904,727,Mumbai,Dehradun,09-09-2021,Hotel KSS Inn,3,Executive,4382,4,0,2,8764,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle', 'Bar']",7,61348,16-09-2021,DEHR5,https://tse1.mm.bing.net/th?q=Hotel+KSS+Inn+Dehradun
74905,727,Bilaspur,Shimla,16-09-2021,Clarkes Hotel,4,Executive,7661,2,1,2,15322,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",2,30644,18-09-2021,SHIM3,https://tse1.mm.bing.net/th?q=Clarkes+Hotel+Shimla
74907,727,Ludhiana,Puri,30-09-2021,Hotel Gandhara,2,Deluxe,3223,1,2,1,3223,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",2,6446,02-10-2021,PURI7,https://tse1.mm.bing.net/th?q=Hotel+Gandhara+Puri
74910,727,Puri,Surat,21-10-2021,The Gateway Hotel Athwalines Surat,5,Suite,14421,3,0,2,28842,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",1,28842,22-10-2021,SURA3,https://tse1.mm.bing.net/th?q=The+Gateway+Hotel+Athwalines+Surat+Surat
74919,727,Kolkata,Ludhiana,23-12-2021,Hyatt Regency Ludhiana,5,Executive,10491,3,3,3,31473,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler']",4,125892,27-12-2021,LUDH1,https://tse1.mm.bing.net/th?q=Hyatt+Regency+Ludhiana+Ludhiana
74923,727,Surat,Kullu-Manali,20-01-2022,Manuallaya Resort,4,Deluxe,5934,1,2,1,5934,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center', 'Rooftop Lounge']",1,5934,21-01-2022,KULL2,https://tse1.mm.bing.net/th?q=Manuallaya+Resort+Kullu-Manali
74927,727,Pune,Chandigarh,17-02-2022,Hotel Shivalikview,3,Suite,5254,2,2,2,10508,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms']",7,73556,24-02-2022,CHAN10,https://tse1.mm.bing.net/th?q=Hotel+Shivalikview+Chandigarh
74931,727,Jamshedpur,Ayodhya,17-03-2022,Hotel Saryu Palace,3,Suite,4587,2,2,2,9174,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",3,27522,20-03-2022,AYOD8,https://tse1.mm.bing.net/th?q=Hotel+Saryu+Palace+Ayodhya  
74936,727,Srinagar,Gwalior,21-04-2022,Hotel Adityaz Gwalior,3,Suite,5973,1,0,1,5973,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",3,17919,24-04-2022,GWAL2,https://tse1.mm.bing.net/th?q=Hotel+Adityaz+Gwalior
74937,727,Dabolim,Tirupati,28-04-2022,Hotel Bliss,4,Executive,6536,1,1,1,6536,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center', 'Rooftop Lounge']",7,45752,05-05-2022,TIRU3,https://tse1.mm.bing.net/th?q=Hotel+Bliss+Tirupati
74941,727,Raigarh,Bengaluru,26-05-2022,The Leela Bhartiya City Bengaluru,5,Deluxe,11698,2,3,2,23396,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",2,46792,28-05-2022,BENG2,https://tse1.mm.bing.net/th?q=The+Leela+Bhartiya+City+Bengaluru  
74942,727,Prayagraj,Chandigarh,02-06-2022,Hyatt Regency Chandigarh,5,Suite,14691,2,2,2,29382,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",6,176292,08-06-2022,CHAN3,https://tse1.mm.bing.net/th?q=Hyatt+Regency+Chandigarh
74945,727,Bhopal,Visakhapatnam,23-06-2022,"Keys Select by Lemon Tree Hotels, Visakhapatnam",3,Deluxe,4156,1,1,1,4156,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",1,4156,24-06-2022,VISA5,https://tse1.mm.bing.net/th?q=Keys+Select+by+Lemon+Tree+Hotels+Visakhapatnam
74951,727,Hyderabad,Dhubri,04-08-2022,Hotel Swagat,3,Deluxe,4530,3,3,3,13590,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",7,95130,11-08-2022,DHUB2,https://tse1.mm.bing.net/th?q=Hotel+Swagat+Dhubri
74953,727,Nashik,Mysuru,18-08-2022,Southern Star Mysore,4,Executive,6925,4,3,4,27700,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",5,138500,23-08-2022,MYS4,https://tse1.mm.bing.net/th?q=Southern+Star+Mysore+Mysuru
74954,727,Prayagraj,Srinagar,25-08-2022,Hotel Pacific Srinagar,3,Executive,5954,4,2,3,17862,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms', 'Airport Shuttle']",2,35724,27-08-2022,SRIN10,https://tse1.mm.bing.net/th?q=Hotel+Pacific+Srinagar+Srinagar
74955,727,Raigarh,Vadodara,01-09-2022,Hyatt Place Vadodara,5,Executive,13038,1,2,1,13038,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",4,52152,05-09-2022,VADO4,https://tse1.mm.bing.net/th?q=Hyatt+Place+Vadodara+Vadodara
74956,727,Hisar,Visakhapatnam,08-09-2022,Royal Fort Hotel,3,Suite,5816,2,0,1,5816,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms', 'Airport Shuttle']",3,17448,11-09-2022,VISA7,https://tse1.mm.bing.net/th?q=Royal+Fort+Hotel+Visakhapatnam
74962,727,Navi Mumbai,Hisar,20-10-2022,Hotel Relax Inn,1,Deluxe,5397,1,2,1,5397,"['Wi-Fi', 'Parking', 'Breakfast', 'Housekeeping']",3,16191,23-10-2022,HISA10,https://tse1.mm.bing.net/th?q=Hotel+Relax+Inn+Hisar
